County,State,Overall Homeless 2024,Overall Chronically Homeless 2024,Unsheltered Homeless 2024,Sheltered Total Homeless 2024,Sheltered ES Homeless 2024,Sheltered TH Homeless 2024,Sheltered SH Homeless 2024,Overall Homeless 2023,Overall Chronically Homeless 2023,Unsheltered Homeless 2023,Sheltered Total Homeless 2023,Sheltered ES Homeless 2023,Sheltered TH Homeless 2023,Sheltered SH Homeless 2023,Overall Homeless 2022,Overall Chronically Homeless 2022,Unsheltered Homeless 2022,Sheltered Total Homeless 2022,Sheltered ES Homeless 2022,Sheltered TH Homeless 2022,Sheltered SH Homeless 2022,Overall Homeless 2021,Overall Chronically Homeless 2021,Unsheltered Homeless 2021,Sheltered Total Homeless 2021,Sheltered ES Homeless 2021,Sheltered TH Homeless 2021,Sheltered SH Homeless 2021,Overall Homeless 2020,Overall Chronically Homeless 2020,Unsheltered Homeless 2020,Sheltered Total Homeless 2020,Sheltered ES Homeless 2020,Sheltered TH Homeless 2020,Sheltered SH Homeless 2020,Overall Homeless 2019,Overall Chronically Homeless 2019,Unsheltered Homeless 2019,Sheltered Total Homeless 2019,Sheltered ES Homeless 2019,Sheltered TH Homeless 2019,Sheltered SH Homeless 2019,Overall Homeless 2018,Overall Chronically Homeless 2018,Unsheltered Homeless 2018,Sheltered Total Homeless 2018,Sheltered ES Homeless 2018,Sheltered TH Homeless 2018,Sheltered SH Homeless 2018,Overall Homeless 2017,Overall Chronically Homeless 2017,Unsheltered Homeless 2017,Sheltered Total Homeless 2017,Sheltered ES Homeless 2017,Sheltered TH Homeless 2017,Sheltered SH Homeless 2017,Overall Homeless 2016,Overall Chronically Homeless 2016,Unsheltered Homeless 2016,Sheltered Total Homeless 2016,Sheltered ES Homeless 2016,Sheltered TH Homeless 2016,Sheltered SH Homeless 2016,Overall Homeless 2015,Overall Chronically Homeless 2015,Unsheltered Homeless 2015,Sheltered Total Homeless 2015,Sheltered ES Homeless 2015,Sheltered TH Homeless 2015,Sheltered SH Homeless 2015,Overall Homeless 2014,Overall Chronically Homeless 2014,Unsheltered Homeless 2014,Sheltered Total Homeless 2014,Sheltered ES Homeless 2014,Sheltered TH Homeless 2014,Sheltered SH Homeless 2014,Median Rent 2024,Median Rent 2023,Median Rent 2022,Median Rent 2021,Median Rent 2020,Median Rent 2019,Median Rent 2018,Median Rent 2017,Median Rent 2016,Median Rent 2015,Median Rent 2014,ttl_extreme_poverty 2024,ttl_poverty 2024,ttl_population 2024,ttl_extreme_poverty 2023,ttl_poverty 2023,ttl_population 2023,ttl_extreme_poverty 2022,ttl_poverty 2022,ttl_population 2022,ttl_extreme_poverty 2021,ttl_poverty 2021,ttl_population 2021,ttl_extreme_poverty 2020,ttl_poverty 2020,ttl_population 2020,ttl_extreme_poverty 2019,ttl_poverty 2019,ttl_population 2019,ttl_extreme_poverty 2018,ttl_poverty 2018,ttl_population 2018,ttl_extreme_poverty 2017,ttl_poverty 2017,ttl_population 2017,ttl_extreme_poverty 2016,ttl_poverty 2016,ttl_population 2016,ttl_extreme_poverty 2015,ttl_poverty 2015,ttl_population 2015,ttl_extreme_poverty 2014,ttl_poverty 2014,ttl_population 2014,Total_Housing_Units 2024,Vacant_Units 2024,Total_Housing_Units 2023,Vacant_Units 2023,Total_Housing_Units 2022,Vacant_Units 2022,Total_Housing_Units 2021,Vacant_Units 2021,Total_Housing_Units 2020,Vacant_Units 2020,Total_Housing_Units 2019,Vacant_Units 2019,Total_Housing_Units 2018,Vacant_Units 2018,Total_Housing_Units 2017,Vacant_Units 2017,Total_Housing_Units 2016,Vacant_Units 2016,Total_Housing_Units 2015,Vacant_Units 2015,Total_Housing_Units 2014,Vacant_Units 2014,CoC-Code,Total Funding 2013,Total Funding 2014,Total Funding 2015,Total Funding 2016,Total Funding 2017,Total Funding 2018,Total Funding 2019,Total Funding 2020,Total Funding 2021,Total Funding 2022,Total Funding 2023
Paulding County,GA,2867,837,1040,1827,1223,604,0,2679.0,591.0,738.0,1941.0,1333.0,608.0,0.0,2017.0,495.0,653.0,1364.0,724.0,640.0,0.0,1996.0,406.0,0.0,1996.0,1392.0,604.0,0.0,3240.0,542.0,939.0,2301.0,1319.0,982.0,0.0,3217.0,376.0,719.0,2498.0,1656.0,842.0,0.0,3076.0,335.0,740.0,2336.0,1146.0,1190.0,0.0,3572.0,346.0,681.0,2891.0,1567.0,1324.0,0.0,4063.0,556.0,838.0,3225.0,1782.0,1443.0,0.0,4317.0,781.0,1037.0,3280.0,1688.0,1592.0,0.0,4797.0,1341.0,1375.0,3422.0,1988.0,1434.0,0.0,1772,1622,1464,1314,1198,1163,1101,1074,1036,1018,1019,6134.0,11822.0,177865.0,5488.0,10525.0,173316.0,5510.0,11309.0,168942.0,5422.0,10390.0,164651.0,4993.0,11326.0,163329.0,7007.0,12969.0,158778.0,7196.0,14599.0,154784.0,7343.0,14716.0,151357.0,6994.0,15974.0,148725.0,7902.0,18445.0,146447.0,42608.0,18426.0,144659.0,63118.0,3110.0,61504.0,2896.0,59896.0,3181.0,58240.0,3279.0,58077.0,3084.0,56654.0,3355.0,55449.0,3060.0,54395.0,2998.0,53398.0,3381.0,52914.0,3804.0,52521.0,4049.0,GA-500,6433810.0,6874945.0,6715093.0,6979344.0,7244948.0,7533177.0,7701216.0,8669446.0,10043771.0,10055578.0,13236404.0
Payne County,OK,267,45,87,180,75,104,1,214.0,72.0,70.0,144.0,91.0,53.0,0.0,214.0,74.0,95.0,119.0,105.0,14.0,0.0,132.0,43.0,11.0,121.0,82.0,39.0,0.0,221.0,28.0,63.0,158.0,115.0,43.0,0.0,178.0,3.0,7.0,171.0,146.0,25.0,0.0,181.0,7.0,40.0,141.0,89.0,52.0,0.0,192.0,6.0,45.0,147.0,94.0,53.0,0.0,129.0,12.0,51.0,78.0,55.0,23.0,0.0,194.0,33.0,34.0,160.0,88.0,72.0,0.0,201.0,29.0,47.0,154.0,75.0,79.0,0.0,917,922,899,827,811,817,795,765,742,735,711,9629.0,16566.0,73287.0,9739.0,17305.0,72500.0,9677.0,17559.0,72354.0,10104.0,18376.0,73493.0,10689.0,19058.0,73714.0,10734.0,19739.0,73664.0,11084.0,19412.0,73531.0,10829.0,19108.0,72614.0,10589.0,18943.0,71816.0,9950.0,18483.0,71306.0,33356.0,17878.0,70737.0,37069.0,4460.0,36900.0,4559.0,36748.0,4905.0,36609.0,5412.0,36599.0,5253.0,36325.0,5537.0,36058.0,5573.0,35603.0,5199.0,35079.0,4915.0,34700.0,4536.0,34432.0,4250.0,OK-500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pennington County,SD,1338,151,227,1111,912,199,0,1282.0,226.0,310.0,972.0,851.0,121.0,0.0,1389.0,140.0,342.0,1047.0,954.0,93.0,0.0,817.0,68.0,0.0,817.0,718.0,99.0,0.0,1058.0,162.0,246.0,812.0,751.0,61.0,0.0,995.0,100.0,234.0,761.0,681.0,80.0,0.0,1159.0,190.0,285.0,874.0,707.0,167.0,0.0,943.0,144.0,171.0,772.0,590.0,182.0,0.0,1072.0,44.0,185.0,887.0,616.0,271.0,0.0,1036.0,95.0,136.0,900.0,642.0,258.0,0.0,885.0,118.0,55.0,830.0,528.0,302.0,0.0,1120,1066,996,911,859,842,824,790,779,776,781,5600.0,12277.0,110029.0,5621.0,13073.0,108556.0,5294.0,13138.0,107105.0,5178.0,13304.0,105761.0,6421.0,15324.0,109616.0,6044.0,14833.0,107842.0,5731.0,14222.0,106509.0,5819.0,14803.0,105410.0,6162.0,14402.0,104514.0,4901.0,13079.0,103080.0,34273.0,12960.0,101617.0,51681.0,5311.0,50655.0,4957.0,49747.0,4918.0,49020.0,5017.0,49218.0,5271.0,48685.0,4611.0,48151.0,4553.0,47577.0,4467.0,46694.0,4469.0,46206.0,4536.0,45777.0,4622.0,SD-500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Penobscot County,ME,2702,494,273,2429,1682,732,15,4258.0,370.0,299.0,3959.0,3153.0,791.0,15.0,4411.0,679.0,164.0,4247.0,3276.0,956.0,15.0,2063.0,298.0,0.0,2063.0,1082.0,966.0,15.0,2097.0,248.0,141.0,1956.0,1000.0,941.0,15.0,2106.0,226.0,95.0,2011.0,1105.0,891.0,15.0,2516.0,215.0,98.0,2418.0,1012.0,1391.0,15.0,2280.0,201.0,180.0,2100.0,993.0,1092.0,15.0,2241.0,217.0,120.0,2121.0,1060.0,1049.0,12.0,2372.0,217.0,59.0,2313.0,1085.0,1215.0,13.0,2726.0,244.0,93.0,2633.0,1107.0,1515.0,11.0,1041,997,932,870,823,799,778,777,750,734,730,9408.0,20788.0,147433.0,8656.0,19846.0,146494.0,8512.0,19608.0,146149.0,8869.0,20031.0,145517.0,8214.0,19405.0,145179.0,9034.0,21501.0,145179.0,9962.0,22744.0,145211.0,9965.0,23119.0,145640.0,9973.0,23793.0,146252.0,10361.0,24933.0,146534.0,56014.0,24818.0,146654.0,75683.0,10462.0,75405.0,10636.0,75119.0,11432.0,74904.0,12092.0,76088.0,13015.0,75789.0,13633.0,75490.0,13912.0,75217.0,13369.0,74302.0,12515.0,74196.0,12223.0,74116.0,11901.0,ME-500,1389621.0,1229415.0,1734972.0,1260386.0,2577178.0,2684489.0,13792998.0,14625379.0,16062697.0,19013800.0,20850852.0
Peoria County,IL,492,141,56,436,434,2,0,420.0,79.0,39.0,381.0,360.0,18.0,3.0,337.0,65.0,32.0,305.0,287.0,14.0,4.0,202.0,50.0,20.0,182.0,166.0,13.0,3.0,311.0,59.0,37.0,274.0,246.0,24.0,4.0,285.0,48.0,15.0,270.0,256.0,12.0,2.0,400.0,54.0,34.0,366.0,291.0,72.0,3.0,329.0,73.0,36.0,293.0,232.0,61.0,0.0,378.0,92.0,70.0,308.0,153.0,147.0,8.0,451.0,76.0,68.0,383.0,242.0,141.0,0.0,405.0,53.0,26.0,379.0,234.0,145.0,0.0,993,946,909,840,813,798,778,756,738,713,712,14065.0,27344.0,174531.0,12377.0,26991.0,174975.0,12316.0,27284.0,176365.0,12552.0,27707.0,177425.0,12993.0,27525.0,175976.0,13548.0,27783.0,177693.0,14209.0,29140.0,179239.0,14040.0,28747.0,180702.0,14379.0,29991.0,181453.0,14005.0,31194.0,181772.0,60962.0,30832.0,181539.0,84930.0,7175.0,84992.0,7918.0,84963.0,8549.0,84914.0,9562.0,83680.0,10161.0,83703.0,10450.0,83751.0,10122.0,83753.0,9238.0,83487.0,8081.0,83476.0,7343.0,83344.0,7325.0,IL-507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Philadelphia County,PA,5191,1080,976,4215,3487,509,219,4725.0,1055.0,706.0,4019.0,3335.0,474.0,210.0,4489.0,1060.0,788.0,3701.0,2886.0,621.0,194.0,4302.0,933.0,700.0,3602.0,2715.0,678.0,209.0,5634.0,1145.0,958.0,4676.0,3650.0,758.0,268.0,5735.0,1304.0,973.0,4762.0,3565.0,950.0,247.0,5788.0,943.0,1083.0,4705.0,3420.0,1050.0,235.0,5693.0,898.0,956.0,4737.0,3275.0,1378.0,84.0,6112.0,853.0,705.0,5407.0,3656.0,1674.0,77.0,5998.0,829.0,670.0,5328.0,3558.0,1661.0,109.0,5738.0,702.0,361.0,5377.0,3642.0,1622.0,113.0,1397,1323,1250,1149,1084,1042,1007,970,943,922,915,156143.0,327969.0,1535671.0,164145.0,338466.0,1538247.0,168652.0,351811.0,1548400.0,170253.0,354643.0,1554202.0,166036.0,354832.0,1538102.0,175697.0,373727.0,1535277.0,178820.0,380873.0,1532157.0,190718.0,393924.0,1526582.0,183208.0,392356.0,1517069.0,184914.0,399352.0,1512394.0,733468.0,401219.0,1503859.0,748270.0,68842.0,739725.0,70503.0,730630.0,71501.0,720688.0,74080.0,689121.0,75996.0,685956.0,84619.0,682893.0,88115.0,679876.0,88596.0,671125.0,88531.0,670229.0,89179.0,669642.0,89345.0,PA-500,18620851.0,18810812.0,18041923.0,16670952.0,16008744.0,15341984.0,33751218.0,35598858.0,36383406.0,37499176.0,40128936.0
Pickens County,SC,1669,356,615,1054,850,192,12,1424.0,318.0,376.0,1048.0,889.0,147.0,12.0,1263.0,283.0,352.0,911.0,780.0,119.0,12.0,783.0,166.0,0.0,783.0,650.0,122.0,11.0,1536.0,353.0,497.0,1039.0,858.0,169.0,12.0,1401.0,321.0,506.0,895.0,745.0,139.0,11.0,1185.0,181.0,336.0,849.0,705.0,132.0,12.0,1317.0,230.0,385.0,932.0,681.0,238.0,13.0,1829.0,304.0,260.0,1569.0,873.0,684.0,12.0,1961.0,407.0,406.0,1555.0,683.0,860.0,12.0,1636.0,76.0,390.0,1246.0,673.0,561.0,12.0,972,936,896,842,786,768,749,730,722,704,706,11733.0,21637.0,126041.0,11815.0,21473.0,124590.0,11011.0,20880.0,123400.0,10846.0,21097.0,122863.0,10847.0,19448.0,118607.0,10691.0,19466.0,117139.0,11316.0,20294.0,115815.0,12211.0,20987.0,114654.0,11990.0,21236.0,113470.0,12439.0,22545.0,112637.0,47085.0,21737.0,111979.0,58677.0,6263.0,57695.0,6291.0,56713.0,6372.0,55931.0,6493.0,54939.0,6417.0,54264.0,6330.0,53724.0,6349.0,52957.0,6529.0,52085.0,6463.0,51731.0,7085.0,51526.0,7435.0,SC-501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pierce County,WA,2661,651,1216,1445,1311,134,0,2148.0,531.0,763.0,1385.0,1264.0,121.0,0.0,1851.0,454.0,667.0,1184.0,1076.0,108.0,0.0,1005.0,249.0,0.0,1005.0,898.0,107.0,0.0,1897.0,646.0,914.0,983.0,816.0,167.0,0.0,1486.0,364.0,629.0,857.0,696.0,161.0,0.0,1628.0,366.0,750.0,878.0,743.0,135.0,0.0,1321.0,337.0,504.0,817.0,577.0,240.0,0.0,1762.0,388.0,494.0,1268.0,874.0,394.0,0.0,1283.0,202.0,341.0,942.0,586.0,356.0,0.0,1464.0,224.0,293.0,1171.0,646.0,525.0,0.0,1806,1722,1604,1444,1338,1250,1186,1116,1068,1029,1021,43455.0,80014.0,908615.0,43447.0,80115.0,903313.0,42273.0,77932.0,899960.0,40873.0,78372.0,892235.0,43351.0,83286.0,874369.0,44838.0,89714.0,859999.0,45833.0,94207.0,843781.0,48192.0,101328.0,828520.0,47854.0,103562.0,816169.0,46881.0,102233.0,804939.0,237564.0,99743.0,794608.0,369709.0,18379.0,365748.0,19040.0,360816.0,19033.0,355970.0,20001.0,351346.0,20347.0,347022.0,23726.0,343060.0,25361.0,339302.0,26463.0,333541.0,26435.0,331369.0,27783.0,328924.0,27560.0,WA-503,60496.0,65656.0,0.0,0.0,0.0,0.0,3609841.0,4106168.0,4178515.0,4298184.0,4530152.0
Pike County,KY,2678,389,1039,1639,1336,303,0,2346.0,306.0,851.0,1495.0,1281.0,214.0,0.0,2189.0,278.0,809.0,1380.0,1166.0,214.0,0.0,969.0,124.0,0.0,969.0,805.0,164.0,0.0,2220.0,308.0,756.0,1464.0,1267.0,197.0,0.0,2221.0,202.0,650.0,1571.0,1357.0,214.0,0.0,2077.0,142.0,692.0,1385.0,1175.0,210.0,0.0,1940.0,164.0,525.0,1415.0,1072.0,343.0,0.0,2057.0,93.0,573.0,1484.0,1003.0,481.0,0.0,2119.0,84.0,622.0,1497.0,967.0,530.0,0.0,2229.0,300.0,670.0,1559.0,1093.0,466.0,0.0,858,837,826,734,702,665,666,651,623,616,597,6046.0,13524.0,55483.0,6089.0,14081.0,56222.0,5622.0,13607.0,56948.0,6728.0,14755.0,57714.0,6231.0,14342.0,57403.0,6350.0,14545.0,58321.0,6968.0,15702.0,59358.0,7422.0,15957.0,60489.0,6289.0,15528.0,61635.0,5210.0,14256.0,62259.0,30944.0,15238.0,63121.0,29044.0,4760.0,28955.0,4506.0,28918.0,4951.0,28934.0,5079.0,31045.0,5539.0,30934.0,5232.0,30848.0,5080.0,30769.0,4916.0,30330.0,4469.0,30309.0,4185.0,30306.0,3994.0,KY-500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pima County,AZ,2142,798,1281,861,660,185,16,2209.0,789.0,1501.0,708.0,517.0,177.0,14.0,2227.0,798.0,1649.0,578.0,397.0,168.0,13.0,821.0,183.0,0.0,821.0,591.0,216.0,14.0,1324.0,383.0,579.0,745.0,481.0,249.0,15.0,1372.0,356.0,361.0,1011.0,669.0,327.0,15.0,1380.0,263.0,363.0,1017.0,666.0,337.0,14.0,1574.0,225.0,385.0,1189.0,731.0,443.0,15.0,1765.0,213.0,381.0,1384.0,568.0,801.0,15.0,1863.0,344.0,363.0,1500.0,540.0,945.0,15.0,2179.0,290.0,467.0,1712.0,714.0,983.0,15.0,1212,1154,1071,976,931,907,885,861,831,816,813,74083.0,147853.0,1032494.0,73538.0,146560.0,1021158.0,74723.0,151733.0,1014998.0,73754.0,152356.0,1007434.0,74465.0,160957.0,1009533.0,76322.0,167823.0,998061.0,78562.0,176222.0,991092.0,81848.0,179569.0,979062.0,84426.0,186299.0,976120.0,86037.0,187250.0,972309.0,389186.0,184229.0,967318.0,479939.0,42112.0,475378.0,44413.0,471058.0,47983.0,467191.0,49708.0,463236.0,52294.0,459912.0,55173.0,456962.0,56055.0,453948.0,55418.0,450828.0,55438.0,446769.0,57111.0,444564.0,58409.0,AZ-501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pinal County,AZ,3160,907,1934,1226,962,244,20,2386.0,488.0,1206.0,1180.0,919.0,249.0,12.0,2300.0,600.0,1349.0,951.0,716.0,220.0,15.0,989.0,185.0,0.0,989.0,833.0,141.0,15.0,2236.0,651.0,1175.0,1061.0,830.0,231.0,0.0,2021.0,558.0,983.0,1038.0,793.0,245.0,0.0,2187.0,537.0,1085.0,1102.0,850.0,252.0,0.0,1768.0,388.0,722.0,1046.0,856.0,190.0,0.0,2240.0,437.0,1217.0,1023.0,771.0,252.0,0.0,2402.0,542.0,1305.0,1097.0,851.0,246.0,0.0,2398.0,266.0,1049.0,1349.0,1019.0,330.0,0.0,1537,1417,1317,1143,1078,1064,1037,1014,990,992,979,25627.0,50098.0,451304.0,23018.0,46664.0,429221.0,20407.0,46424.0,411007.0,20439.0,45280.0,397347.0,24356.0,51092.0,421337.0,26036.0,53276.0,405131.0,28810.0,55859.0,392300.0,29018.0,58750.0,379432.0,29780.0,61430.0,372918.0,30386.0,63201.0,365192.0,145904.0,61397.0,364937.0,184651.0,22734.0,179861.0,22668.0,175474.0,23984.0,171384.0,25830.0,177933.0,29498.0,174329.0,33029.0,171368.0,34082.0,168786.0,35273.0,166455.0,35654.0,163490.0,35891.0,162412.0,36284.0,AZ-500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pinellas County,FL,2110,576,721,1389,1060,259,70,2144.0,573.0,646.0,1498.0,1186.0,254.0,58.0,1985.0,483.0,644.0,1341.0,1034.0,258.0,49.0,2307.0,213.0,1002.0,1305.0,1069.0,192.0,44.0,2226.0,592.0,808.0,1418.0,1049.0,302.0,67.0,2415.0,722.0,834.0,1581.0,1179.0,326.0,76.0,2612.0,434.0,965.0,1647.0,1299.0,308.0,40.0,2831.0,690.0,1152.0,1679.0,1294.0,349.0,36.0,2777.0,607.0,1139.0,1638.0,1118.0,481.0,39.0,3387.0,633.0,1172.0,2215.0,1367.0,810.0,38.0,3391.0,489.0,1178.0,2213.0,1353.0,819.0,41.0,1642,1525,1389,1237,1165,1112,1064,1007,967,952,955,53043.0,108981.0,944399.0,52367.0,107618.0,940612.0,53286.0,107865.0,940492.0,50960.0,108843.0,942924.0,52156.0,110728.0,955568.0,54635.0,116107.0,950026.0,59684.0,123097.0,943631.0,61114.0,127948.0,935146.0,64130.0,130727.0,924925.0,63793.0,131643.0,916882.0,308586.0,130580.0,910121.0,520107.0,91634.0,518180.0,94938.0,516276.0,97560.0,514666.0,98936.0,510798.0,97559.0,509132.0,101586.0,507692.0,99972.0,506468.0,99597.0,504477.0,98689.0,503658.0,101005.0,503428.0,100892.0,FL-502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pitt County,NC,4180,573,2127,2053,1752,301,0,3311.0,253.0,1314.0,1997.0,1712.0,285.0,0.0,2491.0,271.0,776.0,1715.0,1445.0,270.0,0.0,1520.0,138.0,0.0,1520.0,1233.0,287.0,0.0,3185.0,324.0,996.0,2189.0,1719.0,470.0,0.0,2989.0,299.0,850.0,2139.0,1716.0,423.0,0.0,2991.0,485.0,968.0,2023.0,1680.0,343.0,0.0,3054.0,382.0,952.0,2102.0,1682.0,420.0,0.0,2963.0,348.0,835.0,2128.0,1682.0,446.0,0.0,3021.0,360.0,660.0,2361.0,1827.0,534.0,0.0,3195.0,415.0,687.0,2508.0,1813.0,695.0,0.0,993,971,911,846,793,794,778,761,736,736,738,20180.0,33915.0,170955.0,18605.0,32225.0,166082.0,18732.0,32978.0,164618.0,18972.0,33838.0,163607.0,19811.0,35897.0,172623.0,21144.0,39314.0,171321.0,21737.0,40737.0,170510.0,21645.0,41319.0,170188.0,21497.0,41412.0,168687.0,22154.0,42743.0,167669.0,73735.0,39853.0,166192.0,82638.0,8105.0,81656.0,8252.0,80763.0,8610.0,79914.0,8780.0,80255.0,9572.0,79384.0,9585.0,78563.0,9394.0,77843.0,9038.0,76744.0,7940.0,76269.0,8767.0,75844.0,9417.0,NC-503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Placer County,CA,702,261,366,336,238,98,0,709.0,264.0,407.0,302.0,249.0,53.0,0.0,750.0,256.0,408.0,342.0,247.0,95.0,0.0,708.0,240.0,351.0,357.0,242.0,115.0,0.0,744.0,276.0,405.0,339.0,199.0,140.0,0.0,617.0,238.0,296.0,321.0,224.0,97.0,0.0,950.0,327.0,458.0,492.0,367.0,125.0,0.0,979.0,232.0,458.0,521.0,400.0,121.0,0.0,1021.0,347.0,499.0,522.0,331.0,191.0,0.0,796.0,334.0,499.0,297.0,216.0,81.0,0.0,762.0,240.0,523.0,239.0,166.0,73.0,0.0,2069,1991,1874,1734,1616,1542,1463,1398,1339,1303,1277,15524.0,28078.0,415629.0,14239.0,27419.0,408930.0,14004.0,27446.0,403083.0,14600.0,27629.0,396956.0,14164.0,27745.0,388552.0,13602.0,29588.0,382208.0,15131.0,30293.0,376614.0,15308.0,30473.0,371667.0,15718.0,31932.0,367202.0,15123.0,32427.0,362987.0,78653.0,32018.0,358499.0,179266.0,21312.0,176233.0,20811.0,173090.0,20553.0,170324.0,20610.0,166083.0,20369.0,164176.0,21321.0,161846.0,21185.0,159667.0,21103.0,157888.0,21158.0,156401.0,20945.0,155113.0,21002.0,CA-515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Platte County,MO,2181,383,876,1305,611,681,13,1986.0,283.0,791.0,1195.0,570.0,606.0,19.0,1783.0,354.0,831.0,952.0,425.0,511.0,16.0,1575.0,160.0,476.0,1099.0,579.0,508.0,12.0,1973.0,204.0,525.0,1448.0,904.0,544.0,0.0,1979.0,337.0,320.0,1659.0,1214.0,431.0,14.0,1798.0,416.0,324.0,1474.0,1026.0,435.0,13.0,1671.0,330.0,229.0,1442.0,896.0,539.0,7.0,1699.0,475.0,234.0,1465.0,839.0,612.0,14.0,1686.0,433.0,156.0,1530.0,949.0,572.0,9.0,2193.0,374.0,275.0,1918.0,966.0,941.0,11.0,1334,1247,1210,1121,1073,1019,1001,953,915,880,873,4496.0,7673.0,109251.0,4326.0,7370.0,107628.0,4443.0,7389.0,106089.0,3259.0,6221.0,104044.0,2520.0,5198.0,101653.0,2804.0,6191.0,99505.0,3072.0,6701.0,97737.0,2666.0,6936.0,95707.0,2795.0,6689.0,94009.0,3169.0,7106.0,92461.0,18855.0,6768.0,91274.0,46606.0,2704.0,46045.0,2729.0,45378.0,2772.0,44640.0,2486.0,42377.0,2459.0,41776.0,2471.0,41301.0,2688.0,40742.0,2595.0,40228.0,2529.0,39876.0,2320.0,39605.0,2763.0,MO-604a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Plymouth County,MA,1885,293,104,1781,1781,0,0,1472.0,156.0,51.0,1421.0,1412.0,0.0,9.0,1008.0,226.0,48.0,960.0,946.0,0.0,14.0,943.0,255.0,36.0,907.0,898.0,0.0,9.0,1079.0,198.0,30.0,1049.0,1036.0,0.0,13.0,1088.0,212.0,13.0,1075.0,1061.0,0.0,14.0,1090.0,180.0,22.0,1068.0,1055.0,0.0,13.0,1109.0,143.0,50.0,1059.0,1047.0,12.0,0.0,1692.0,270.0,38.0,1654.0,1593.0,61.0,0.0,1803.0,256.0,28.0,1775.0,1729.0,46.0,0.0,1643.0,167.0,40.0,1603.0,1508.0,95.0,0.0,1747,1655,1550,1406,1324,1279,1227,1185,1140,1132,1120,18333.0,37295.0,525026.0,18135.0,36987.0,521755.0,16697.0,34547.0,519411.0,15524.0,33710.0,516077.0,15716.0,33757.0,507382.0,18066.0,37248.0,504436.0,17902.0,38264.0,501052.0,18559.0,39748.0,497683.0,18106.0,39602.0,495308.0,18037.0,40309.0,492339.0,97752.0,37625.0,489113.0,218096.0,14955.0,216654.0,15659.0,215021.0,16084.0,213262.0,16955.0,208056.0,17701.0,207003.0,19543.0,205841.0,19535.0,204764.0,20569.0,202564.0,20312.0,201930.0,20505.0,201328.0,20669.0,MA-511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Polk County,FL,1207,53,658,549,311,238,0,776.0,135.0,172.0,604.0,307.0,297.0,0.0,506.0,57.0,128.0,378.0,145.0,233.0,0.0,385.0,22.0,0.0,385.0,162.0,223.0,0.0,612.0,78.0,190.0,422.0,208.0,214.0,0.0,563.0,80.0,114.0,449.0,233.0,216.0,0.0,552.0,84.0,134.0,418.0,194.0,224.0,0.0,512.0,77.0,149.0,363.0,145.0,218.0,0.0,635.0,88.0,260.0,375.0,201.0,174.0,0.0,464.0,100.0,237.0,227.0,138.0,89.0,0.0,536.0,114.0,288.0,248.0,138.0,110.0,0.0,1363,1272,1192,1090,1014,978,944,913,883,870,870,50529.0,111996.0,774119.0,50175.0,109496.0,744172.0,48467.0,106728.0,720030.0,45115.0,101886.0,699296.0,45183.0,104509.0,691652.0,47719.0,106475.0,672585.0,48647.0,108755.0,655361.0,48358.0,110557.0,638716.0,47704.0,110225.0,623485.0,49039.0,111877.0,612259.0,260160.0,111170.0,602537.0,340748.0,51323.0,329750.0,53107.0,320023.0,55878.0,311599.0,58421.0,300596.0,59717.0,295456.0,60173.0,291796.0,60536.0,288797.0,62193.0,283333.0,60273.0,282248.0,60867.0,281617.0,61061.0,FL-503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
